"affy_hg_u133a_2"	"entrezgene"
"218016_s_at"	101060521
"214733_s_at"	54432
"211597_s_at"	84525
"201267_s_at"	5702
"205830_at"	1047
"217007_s_at"	8751
"206457_s_at"	1733
"201071_x_at"	23451
"201070_x_at"	23451
"211185_s_at"	23451
"214305_s_at"	23451
"217722_s_at"	NA
"220811_at"	10394
"200062_s_at"	6156
"208698_s_at"	4841
"200057_s_at"	4841
"210470_x_at"	4841
"219350_s_at"	56616
"211144_x_at"	NA
"209813_x_at"	NA
"215806_x_at"	NA
"216920_s_at"	NA
"203960_s_at"	51668
"215691_x_at"	51668
"217722_s_at"	51335
"219397_at"	80219
"219690_at"	79713
"206287_s_at"	3700
"37201_at"	3700
"213366_x_at"	509
"208870_x_at"	509
"205711_x_at"	509
"215116_s_at"	1759
"215084_s_at"	115353
"211144_x_at"	445347
"209813_x_at"	445347
"215806_x_at"	445347
"216920_s_at"	445347
"211743_s_at"	5553
"200806_s_at"	3329
"200807_s_at"	3329
"217149_x_at"	8711
"205107_s_at"	1945
"219550_at"	64221
"209929_s_at"	8517
"36004_at"	8517
"205133_s_at"	3336
"210132_at"	1944
"216085_at"	84033
"200050_at"	7705
"204134_at"	5138
"210083_at"	8482
"205133_s_at"	25843
"202918_s_at"	25843
"205133_s_at"	100529241
"202918_s_at"	100529241
"210879_s_at"	26056
"202023_at"	1942
"1294_at"	7318
"203281_s_at"	7318
"200620_at"	9528
"220806_x_at"	51764
"210346_s_at"	57396
"217032_at"	2298
"209516_at"	10322
"203790_s_at"	10247
"211743_s_at"	NA
"210692_s_at"	NA
"202919_at"	25843
"202919_at"	100529241
"219125_s_at"	55974
"213794_s_at"	25983
"216263_s_at"	25983
"203275_at"	3660
"213288_at"	129642
"206310_at"	6691
"219373_at"	54344
"212658_at"	10184
"203443_at"	64852
"218965_s_at"	64852
"208144_s_at"	NA
"205260_s_at"	97
"220033_at"	NA
"201792_at"	165
"214484_s_at"	10280
"201692_at"	10280
"220279_at"	81559
"218649_x_at"	9147
"218008_at"	55069
"205130_at"	5891
"220033_at"	606495
"213449_at"	10940
"220279_at"	51127
"217964_at"	54902
"220909_at"	80128
"204535_s_at"	5978
"212920_at"	5978
"208572_at"	8290
"212032_s_at"	53635
"206129_s_at"	411
"207241_at"	10141
"212155_at"	149603
"221681_s_at"	1834
"210692_s_at"	29015
"213113_s_at"	29015
"211458_s_at"	NA
"211457_at"	NA
"200812_at"	10574
"220584_at"	80164
"209096_at"	7336
"203582_s_at"	5867
"206272_at"	5867
"203581_at"	5867
"203582_s_at"	10638
"206272_at"	10638
"203581_at"	10638
"205114_s_at"	6349
"205114_s_at"	414062
"205934_at"	5334
"217991_x_at"	23648
"220107_s_at"	79696
"214878_at"	7587
"204613_at"	5336
"202763_at"	836
"203872_at"	58
"214553_s_at"	10776
"221482_s_at"	10776
"221483_s_at"	10776
"202962_at"	23303
"207847_s_at"	4582
"213693_s_at"	4582
"211695_x_at"	4582
"213435_at"	23314
"215591_at"	23314
"214763_at"	26027
"216103_at"	26027
"46142_at"	64788
"219135_s_at"	64788
"219136_s_at"	64788
"202184_s_at"	55746
"209478_at"	201254
"217067_s_at"	1758
"208175_s_at"	1758
"203444_s_at"	9219
"212299_at"	91754
"214738_s_at"	91754
"222138_s_at"	64743
"213445_at"	23144
"205208_at"	10840
"215798_at"	10840
"205590_at"	10125
"220128_s_at"	79815
"206103_at"	5881
"209561_at"	7059
"219176_at"	79568
"213654_at"	27097
"205427_at"	6940
"213446_s_at"	8826
"210840_s_at"	8826
"200791_s_at"	8826
"202167_s_at"	64210
"205284_at"	9816
"205598_at"	10293
"214147_at"	374977
"218347_at"	55253
"217973_at"	51181
"217788_s_at"	2590
"217787_s_at"	2590
"210386_s_at"	4580
"203179_at"	2592
"207370_at"	3381
"219225_at"	79605
"215022_x_at"	7582
"220156_at"	79645
"208654_s_at"	8763
"208405_s_at"	8763
"208653_s_at"	8763
"202577_s_at"	55308
"202576_s_at"	55308
"202578_s_at"	55308
"218442_at"	NA
"46167_at"	NA
"214147_at"	NA
"213139_at"	6591
"221945_at"	150726
"44040_at"	150726
"221150_at"	56955
"218442_at"	7268
"46167_at"	7268
"203073_at"	22796
"222154_s_at"	26010
"210589_s_at"	2629
"209093_s_at"	2629
"207767_s_at"	1961
"207768_at"	1961
"210887_s_at"	2121
"219432_at"	2121
"218433_at"	79646
"221751_at"	79646
"202834_at"	183
"212861_at"	84975
"205378_s_at"	43
"205377_s_at"	43
"209131_s_at"	8773
"214544_s_at"	8773
"209130_at"	8773
"215107_s_at"	55001
"215106_at"	55001
"220309_at"	55001
"220174_at"	80131
"201803_at"	5431
"221146_at"	NA
"218154_at"	79792
"203312_x_at"	382
"203311_s_at"	382
"210641_at"	10753
"208063_s_at"	10753
"219829_at"	26548
"219937_at"	29953
"209952_s_at"	5609
"209951_s_at"	5609
"216206_x_at"	5609
"200862_at"	1718
"207385_at"	51270
"220258_s_at"	55135
"44563_at"	55135
"203550_s_at"	10712
"203082_at"	9790
"204983_s_at"	2239
"204984_at"	2239
"214221_at"	7840
"214220_s_at"	7840
"214707_x_at"	7840
"219169_s_at"	51106
"205682_x_at"	55937
"214910_s_at"	55937
"218979_at"	80010
"218964_at"	10620
"220405_at"	54212
"220475_at"	64078
"201771_at"	10067
"212968_at"	5986
"211078_s_at"	6788
"204068_at"	6788
"219481_at"	79573
"205083_at"	316
"205082_s_at"	316
"204014_at"	1846
"204015_s_at"	1846
"203813_s_at"	6586
"203812_at"	6586
"216216_at"	6586
"210289_at"	9027
"206963_s_at"	9027
"210289_at"	51471
"206963_s_at"	51471
"218961_s_at"	11284
"215771_x_at"	5979
"211421_s_at"	5979
"205879_x_at"	5979
"212381_at"	23358
"212388_at"	23358
"203229_s_at"	1196
"219030_at"	51002
"212352_s_at"	10972
"200929_at"	10972
"212226_s_at"	8613
"212230_at"	8613
"209355_s_at"	8613
"215307_at"	57711
"204968_at"	57827
"202703_at"	8446
"207709_at"	5563
"209403_at"	414060
"209403_at"	101060287
"200854_at"	9611
"200856_x_at"	9611
"200855_at"	9611
"200857_s_at"	9611
"210451_at"	5313
"207858_s_at"	5313
"222078_at"	5313
"200776_s_at"	9689
"200777_s_at"	9689
"218940_at"	79609
"206305_s_at"	731
"209875_s_at"	6696
"209501_at"	1039
"216908_x_at"	1039
"214676_x_at"	4584
"214898_x_at"	4584
"214676_x_at"	100134216
"214898_x_at"	100134216
"210745_at"	3175
"201275_at"	2224
"219365_s_at"	79012
"206979_at"	732
"212114_at"	552889
"212113_at"	552889
"202140_s_at"	1198
"221089_at"	50508
"214683_s_at"	1195
"201956_s_at"	8443
"204591_at"	10752
"215733_x_at"	1485
"217339_x_at"	1485
"211674_x_at"	1485
"210546_x_at"	1485
"215733_x_at"	246100
"217339_x_at"	246100
"211674_x_at"	246100
"210546_x_at"	246100
"217782_s_at"	2873
"215733_x_at"	30848
"217339_x_at"	30848
"207337_at"	30848
"211674_x_at"	30848
"210546_x_at"	30848
"220611_at"	1600
"206949_s_at"	23623
"221497_x_at"	54583
"206287_s_at"	389125
"37201_at"	389125
"209220_at"	2719
"201115_at"	5425
"35436_at"	2801
"211059_s_at"	2801
"217341_at"	2801
"204384_at"	2801
"203983_at"	7257
"216711_s_at"	6872
"209603_at"	2625
"209604_s_at"	2625
"209602_s_at"	2625
"202286_s_at"	4070
"202285_s_at"	4070
"202287_s_at"	4070
"218133_s_at"	60491
"204817_at"	9700
"207132_x_at"	9700
"210908_s_at"	9700
"38158_at"	9700
"202811_at"	10617
"209189_at"	2353
"218554_s_at"	55870
"204394_at"	8501
"201465_s_at"	3725
"201464_x_at"	3725
"201466_s_at"	3725
"204853_at"	4999
"207152_at"	4915
"214680_at"	4915
"221795_at"	4915
"221796_at"	4915
"207757_at"	80108
"215921_at"	440345
"211996_s_at"	613037
"215123_at"	613037
"215002_at"	613037
"215921_at"	613037
"211996_s_at"	100132247
"215123_at"	100132247
"215002_at"	100132247
"215921_at"	100132247
"202517_at"	1400
"202274_at"	72
"213568_at"	116039
"219718_at"	55277
"218296_x_at"	55154
"204825_at"	9833
"203371_s_at"	4709
"218883_s_at"	79682
"219976_at"	51361
"214555_at"	6755
"200803_s_at"	7009
"200804_at"	7009
"217912_at"	64118
"204104_at"	6618
"205073_at"	1573
"206090_s_at"	27185
"207759_s_at"	27185
"217644_s_at"	6655
"212870_at"	6655
"211665_s_at"	6655
"217576_x_at"	6655
"210883_x_at"	1949
"205031_at"	1949
"201390_s_at"	1460
"222235_s_at"	55454
"218871_x_at"	55454
"205346_at"	6483
"217650_x_at"	6483
"212969_x_at"	256364
"203442_x_at"	256364
"219902_at"	23743
"203816_at"	1716
"209549_s_at"	1716
"214754_at"	200424
"213851_at"	100526772
"203092_at"	10469
"203093_s_at"	10469
"202157_s_at"	10659
"202158_s_at"	10659
"202156_s_at"	10659
"217021_at"	NA
"211316_x_at"	8837
"208485_x_at"	8837
"209508_x_at"	8837
"211862_x_at"	8837
"211317_s_at"	8837
"214486_x_at"	8837
"210563_x_at"	8837
"209939_x_at"	8837
"214618_at"	8837
"201299_s_at"	55233
"201298_s_at"	55233
"201297_s_at"	55233
"206119_at"	635
"213851_at"	375346
"217836_s_at"	55249
"201163_s_at"	3490
"201162_at"	3490
"213910_at"	3490
"211703_s_at"	83941
"213883_s_at"	83941
"215840_at"	146754
"205965_at"	10538
"205845_at"	8912
"201613_s_at"	8906
"214341_at"	8906
"212218_s_at"	2194
"217006_x_at"	2194
"209403_at"	729877
"212599_at"	26053
"208822_s_at"	7818
"202878_s_at"	NA
"202877_s_at"	NA
"205689_at"	80003
"39650_s_at"	80003
"220461_at"	80003
"218408_at"	26519
"220089_at"	79944
"208035_at"	2916
"201963_at"	2180
"207275_s_at"	2180
"205467_at"	843
"210708_x_at"	843
"211888_x_at"	843
"210955_at"	843
"214705_at"	10207
"214493_s_at"	10207
"221302_at"	28999
"221709_s_at"	55778
"219086_at"	55778
"213370_s_at"	51460
"201390_s_at"	NA
"201761_at"	10797
"204678_s_at"	3775
"204679_at"	3775
"219697_at"	9956
"204296_at"	NA
"201082_s_at"	NA
"221723_s_at"	NA
"219955_at"	54596
"214206_at"	285755
"207195_at"	27255
"202813_at"	6894
"218873_at"	54856
"219846_at"	54856
"212773_s_at"	9804
"200662_s_at"	9804
"207686_s_at"	841
"213373_s_at"	841
"221685_s_at"	54908
"202412_s_at"	7398
"202413_s_at"	7398
"219860_at"	80741
"206135_at"	9705
"214943_s_at"	23029
"212591_at"	23029
"214942_at"	23029
"219942_at"	58498
"209197_at"	23208
"209198_s_at"	23208
"218466_at"	79735
"217915_s_at"	51187
"214454_at"	9509
"214535_s_at"	9509
"209882_at"	6016
"213793_s_at"	9456
"201478_s_at"	1736
"216212_s_at"	1736
"201479_at"	1736
"201478_s_at"	677835
"216212_s_at"	677835
"201479_at"	677835
"201478_s_at"	100847052
"216212_s_at"	100847052
"201479_at"	100847052
"213995_at"	27109
"206992_s_at"	27109
"206993_at"	27109
"202220_at"	22889
"205455_at"	4486
"207132_x_at"	5204
"210908_s_at"	5204
"209515_s_at"	5873
"209514_s_at"	5873
"222294_s_at"	5873
"210951_x_at"	5873
"202124_s_at"	66008
"202125_s_at"	66008
"214943_s_at"	51742
"212591_at"	51742
"221230_s_at"	51742
"201649_at"	9246
"221723_s_at"	57835
"219316_s_at"	55640
"218648_at"	64784
"207766_at"	8814
"201376_s_at"	3185
"209435_s_at"	9181
"207629_s_at"	9181
"219079_at"	51167
"219803_at"	27329
"212307_s_at"	8473
"207563_s_at"	8473
"207564_x_at"	8473
"209240_at"	8473
"220594_at"	8473
"202322_s_at"	9453
"202321_at"	9453
"217598_at"	51550
"201726_at"	1994
"201727_s_at"	1994
"203179_at"	3590
"204773_at"	3590
"203714_s_at"	6905
"203715_at"	6905
"200986_at"	710
"208500_x_at"	27022
"201050_at"	23646
"200652_at"	6746
"200972_at"	10099
"200973_s_at"	10099
"222021_x_at"	6389
"201093_x_at"	6389
"206988_at"	6370
"214818_at"	284001
"219649_at"	29929
"205184_at"	2786
"211167_s_at"	2645
"202034_x_at"	9821
"202033_s_at"	9821
"205622_at"	6610
"218291_at"	28956
"212110_at"	23516
"205176_s_at"	23421
"207236_at"	25850
"218186_at"	57111
"205452_at"	9488
"203688_at"	5311
"34206_at"	116985
"212516_at"	116985
"202855_s_at"	9123
"202856_s_at"	9123
"217691_x_at"	9123
"203518_at"	1130
"215415_s_at"	1130
"210943_s_at"	1130
"204818_at"	3294
"203553_s_at"	11183
"203552_at"	11183
"211081_s_at"	11183
"201968_s_at"	5236
"202908_at"	7466
"211057_at"	4919
"205805_s_at"	4919
"213243_at"	157680
"220400_at"	157680
"202007_at"	4811
"202008_s_at"	4811
"213160_at"	1794
"202628_s_at"	5054
"202627_s_at"	5054
"203411_s_at"	4000
"212089_at"	4000
"212086_x_at"	4000
"214213_x_at"	4000
"214151_s_at"	9236
"221511_x_at"	9236
"214152_at"	9236
"222156_x_at"	9236
"221156_x_at"	9236
"218243_at"	80230
"204137_at"	7107
"218639_s_at"	79364
"209635_at"	1174
"205196_s_at"	1174
"205195_at"	1174
"220012_at"	56605
"220680_at"	55225
"218453_s_at"	729515
"205464_at"	6338
"202854_at"	3251
"201648_at"	3716
"205586_x_at"	7425
"211438_at"	7201
"207553_at"	4986
"219259_at"	64218
"202545_at"	5580
"213146_at"	23135
"41386_i_at"	23135
"41387_r_at"	23135
"204348_s_at"	205
"204347_at"	205
"204348_s_at"	100507855
"204347_at"	100507855
"214394_x_at"	1936
"203113_s_at"	1936
"212683_at"	9673
"32091_at"	9673
"205806_at"	6094
"221504_s_at"	51606
"219247_s_at"	79683
"208099_x_at"	23093
"214672_at"	23093
"210539_at"	23093
"210806_at"	23093
"206956_at"	100527963
"204720_s_at"	9829
"204721_s_at"	9829
"203705_s_at"	8324
"203706_s_at"	8324
"202337_at"	11243
"206956_at"	11243
"202337_at"	100527963
"206006_s_at"	22832
"206005_s_at"	22832
"206956_at"	632
"219702_at"	10761
"211780_x_at"	1639
"201082_s_at"	1639
"204761_at"	9712
"204761_at"	100507213
"218376_s_at"	64780
"203618_at"	23017
"203619_s_at"	23017
"208761_s_at"	7341
"211069_s_at"	7341
"208762_at"	7341
"219236_at"	79957
"210732_s_at"	3964
"208934_s_at"	3964
"208935_s_at"	3964
"208936_x_at"	3964
"210731_s_at"	3964
"208933_s_at"	3964
"204308_s_at"	9895
"204307_at"	9895
"211354_s_at"	3953
"211356_x_at"	3953
"211355_x_at"	3953
"207255_at"	3953
"209894_at"	3953
"217785_s_at"	10652
"217784_at"	10652
"218328_at"	51117
"202378_s_at"	54741
"202377_at"	54741
"219207_at"	80153
"206261_at"	8187
"202825_at"	291
"203740_at"	10200
"212147_at"	23381
"34868_at"	23381
"213190_at"	91949
"209920_at"	659
"210214_s_at"	659
"203452_at"	26229
"35179_at"	26229
"214703_s_at"	23324
"211302_s_at"	5142
"203708_at"	5142
"202974_at"	4354
"219298_at"	79746
"204431_at"	7089
"40837_at"	7089
"207955_at"	10850
"213522_s_at"	1453
"217685_at"	1453
"207945_s_at"	1453
"208774_at"	1453
"218595_s_at"	55127
"218594_at"	55127
"207681_at"	2833
"217119_s_at"	2833
"215517_at"	26108
"202185_at"	8985
"218220_at"	60314
"205733_at"	641
"214049_x_at"	924
"214551_s_at"	924
"205749_at"	1543
"200910_at"	7203
"201967_at"	10180
"219172_at"	80019
"204222_s_at"	11010
"214085_x_at"	11010
"204221_x_at"	11010
"218512_at"	55759
"203861_s_at"	88
"203864_s_at"	88
"203863_at"	88
"203862_s_at"	88
"220339_s_at"	25823
"210072_at"	6363
"213716_s_at"	6398
"214224_s_at"	5303
"204571_x_at"	5303
"214225_at"	5303
"204572_s_at"	5303
"221091_at"	10022
"208915_s_at"	23062
"214190_x_at"	23062
"210658_s_at"	23062
"208914_at"	23062
"208913_at"	23062
"213772_s_at"	23062
"210138_at"	8601
"215664_s_at"	2044
"209403_at"	654341
"205096_at"	9883
"213360_s_at"	9883
"212178_s_at"	9883
"220769_s_at"	79819
"218276_s_at"	60485
"200847_s_at"	51669
"221232_s_at"	26287
"202563_at"	11161
"202562_s_at"	11161
"217188_s_at"	11161
"212189_s_at"	25839
"204500_s_at"	23287
"220510_at"	57127
"203774_at"	4548
"207797_s_at"	55805
"204351_at"	6286
"212199_at"	114932
"59631_at"	114112
"221906_at"	114112
"59631_at"	645840
"221906_at"	645840
"208101_s_at"	81605
"203519_s_at"	26019
"219834_at"	79800
"220008_at"	79834
"205103_at"	10485
"222301_at"	10485
"212441_at"	9778
"211456_x_at"	645745
"219254_at"	79701
"53071_s_at"	79701
"64438_at"	79701
"204606_at"	6366
"209735_at"	9429
"205808_at"	444
"209135_at"	444
"210896_s_at"	444
"207284_s_at"	444
"214626_s_at"	23193
"211934_x_at"	23193
"203003_at"	4209
"203004_s_at"	4209
"207902_at"	3568
"211517_s_at"	3568
"210744_s_at"	3568
"211516_at"	3568
"207740_s_at"	23636
"202153_s_at"	23636
"200088_x_at"	65065
"200809_x_at"	65065
"214271_x_at"	65065
"209538_at"	7580
"217023_x_at"	64499
"210084_x_at"	64499
"215382_x_at"	64499
"216474_x_at"	64499
"207134_x_at"	64499
"205683_x_at"	64499
"37566_at"	23349
"213636_at"	23349
"203202_at"	11103
"203203_s_at"	11103
"204776_at"	7060
"207609_s_at"	1544
"207608_x_at"	1544
"213012_at"	4734
"214044_at"	6262
"207557_s_at"	6262
"203666_at"	6387
"209687_at"	6387
"219565_at"	57404
"212612_at"	23186
"207457_s_at"	259215
"209712_at"	23169
"209711_at"	23169
"209713_s_at"	23169
"209656_s_at"	83604
"209655_s_at"	83604
"202329_at"	1445
"203415_at"	10016
"214596_at"	1131
"218922_s_at"	79603
"217023_x_at"	7177
"210084_x_at"	7177
"215382_x_at"	7177
"207741_x_at"	7177
"216474_x_at"	7177
"207134_x_at"	7177
"205683_x_at"	7177
"218075_at"	8086
"211483_x_at"	816
"209956_s_at"	816
"210404_x_at"	816
"213276_at"	816
"34846_at"	816
"207453_s_at"	25822
"212817_at"	25822
"210612_s_at"	8871
"216180_s_at"	8871
"212828_at"	8871
"216181_at"	8871
"220794_at"	64388
"65133_i_at"	83444
"221251_x_at"	83444
"222093_s_at"	83444
"211793_s_at"	10152
"207268_x_at"	10152
"209856_x_at"	10152
"220142_at"	60484
"209747_at"	7043
"221571_at"	7187
"208315_x_at"	7187
"207457_s_at"	NA
"218482_at"	56943
"209346_s_at"	55361
"215134_at"	55361
"209345_s_at"	55361
"217999_s_at"	22822
"218000_s_at"	22822
"217997_at"	22822
"217998_at"	22822
"217996_at"	22822
"206999_at"	3595
"219107_at"	63827
"91920_at"	63827
"221623_at"	63827
"201541_s_at"	10467
"220024_s_at"	57716
"204739_at"	1060
"49306_at"	83937
"221578_at"	83937
"206672_at"	359
"218449_at"	55325
"205400_at"	7454
"38964_r_at"	7454
"206290_s_at"	6000
"218678_at"	10763
"218853_s_at"	56180
"202575_at"	1382
"204370_at"	10978
"221338_at"	NA
"209669_s_at"	26135
"210466_s_at"	26135
"217724_at"	26135
"217725_x_at"	26135
"221538_s_at"	5361
"221537_at"	5361
"212766_s_at"	81875
"208114_s_at"	81875
"203033_x_at"	2271
"214170_x_at"	2271
"203032_s_at"	2271
"213611_at"	362
"219720_s_at"	55668
"218914_at"	51093
"203725_at"	1647
"207457_s_at"	58530
"208700_s_at"	7086
"208699_x_at"	7086
"212294_at"	55970
"215506_s_at"	9077
"214568_at"	23430
"216219_at"	363
"208435_s_at"	363
"218130_at"	79415
"201754_at"	1345
"218270_at"	79590
"211138_s_at"	8564
"205306_x_at"	8564
"205307_s_at"	8564
"201945_at"	5045
"209916_at"	55526
"216484_x_at"	3068
"200896_x_at"	3068
"220989_s_at"	81693
"219032_x_at"	23596
"221958_s_at"	79971
"219382_at"	29946
"206079_at"	1122
"200941_at"	3281
"200942_s_at"	3281
"208938_at"	5546
"201828_x_at"	8933
"217948_at"	26071
"207107_at"	6121
"207351_s_at"	9047
"221342_at"	80739
"211856_x_at"	940
"211861_x_at"	940
"206545_at"	940
"213535_s_at"	7329
"208760_at"	7329
"211008_s_at"	7329
"221331_x_at"	1493
"210627_s_at"	7841
"220295_x_at"	55635
"202201_at"	645
"219650_at"	54821
"209346_s_at"	NA
"210439_at"	29851
"208605_s_at"	4914
"204603_at"	9156
"221697_at"	440738
"215776_at"	3645
"222077_s_at"	29127
"213347_x_at"	6191
"200933_x_at"	6191
"217849_s_at"	9578
"218838_s_at"	64427
"208649_s_at"	7415
"208648_at"	7415
"203564_at"	7415
"208753_s_at"	4673
"213864_s_at"	4673
"208754_s_at"	4673
"208752_x_at"	4673
"212967_x_at"	4673
"204528_s_at"	4673
"218577_at"	55631
"216241_s_at"	6917
"203651_at"	9765
"221121_at"	54967
"218152_at"	10363
"213470_s_at"	3187
"201031_s_at"	3187
"213472_at"	3187
"207144_s_at"	4435
"218529_at"	51293
"220059_at"	26228
"200686_s_at"	9295
"213742_at"	9295
"200685_at"	9295
"218631_at"	60370
"204999_s_at"	22809
"204998_s_at"	22809
"202913_at"	9826
"202914_s_at"	9826
"205418_at"	2242
"212746_s_at"	9859
"207719_x_at"	9859
"212434_at"	80273
"212432_at"	80273
"212544_at"	9326
"208806_at"	1107
"208807_s_at"	1107
"214480_at"	2117
"220387_s_at"	11147
"209182_s_at"	11067
"209183_s_at"	11067
"219640_at"	24146
"219862_s_at"	26502
"219499_at"	55176
"206085_s_at"	1491
"217127_at"	1491
"205756_s_at"	2157
"210841_s_at"	8828
"211844_s_at"	8828
"214632_at"	8828
"210842_at"	8828
"203007_x_at"	10434
"212449_s_at"	10434
"218034_at"	51024
"202594_at"	23484
"202595_s_at"	23484
"218005_at"	7570
"218006_s_at"	7570
"203939_at"	4907
"210374_x_at"	5733
"210832_x_at"	5733
"210831_s_at"	5733
"208169_s_at"	5733
"210375_at"	5733
"213933_at"	5733
"210833_at"	5733
"210834_s_at"	5733
"211265_at"	5733
"210022_at"	84759
"210023_s_at"	84759
"219393_s_at"	10000
"212607_at"	10000
"212609_s_at"	10000
"212630_at"	11336
"220165_at"	54891
"211049_at"	3196
"207410_s_at"	3196
"220185_at"	57731
"207164_s_at"	10472
"212774_at"	10472
"201175_at"	51075
"210415_s_at"	4957
"214366_s_at"	240
"204445_s_at"	240
"204446_s_at"	240
"220420_at"	79748
"221761_at"	159
"218869_at"	23417
"222355_at"	92285
"214813_at"	7626
"213659_at"	7626
"205340_at"	9841
"203064_s_at"	3607
"219352_at"	55008
"221239_s_at"	79368
"219475_at"	29948
"218340_s_at"	55236
"205140_at"	8790
"203039_s_at"	4719
"220925_at"	60560
"219362_at"	60560
"219875_s_at"	51029
"212371_at"	51029
"222158_s_at"	51029
"220525_s_at"	550
"220415_at"	100526835
"206680_at"	922
"203940_s_at"	22846
"221824_s_at"	220972
"200705_s_at"	1933
"200705_s_at"	619569
"206058_at"	6539
"207000_s_at"	5533
"32541_at"	5533
"221998_s_at"	51231
"218022_at"	51231
"221999_at"	51231
"203563_at"	60312
"220415_at"	51086
"220825_s_at"	55243
"216855_s_at"	3192
"200593_s_at"	3192
"200594_x_at"	3192
"214605_x_at"	2825
"209076_s_at"	56270
"205789_at"	912
"205687_at"	56061
"36865_at"	23357
"213099_at"	23357
"210325_at"	909
"207212_at"	6550
"205987_at"	911
"218430_s_at"	64864
"206749_at"	910
"219775_s_at"	594855
"204547_at"	10966
"217597_x_at"	10966
"206046_at"	8745
"213808_at"	8745
"211200_s_at"	84288
"207572_at"	84288
"220071_x_at"	55142
"213842_x_at"	55695
"213773_x_at"	55695
"214100_x_at"	55695
"203802_x_at"	55695
"202950_at"	1429
"202785_at"	4701
"211152_s_at"	27429
"203089_s_at"	27429
"220002_at"	55083
"208592_s_at"	913
"215784_at"	913
"205873_at"	9487
"213889_at"	9487
"218210_at"	79672
"219320_at"	80179
"200688_at"	23450
"200687_s_at"	23450
"215005_at"	54550
"216356_x_at"	8938
"204874_x_at"	8938
"218788_s_at"	64754
"216996_s_at"	22868
"205976_at"	22868
"218605_at"	64216
"206937_at"	6708
"204334_at"	8609
"218855_at"	131601
"201826_s_at"	51097
"201825_s_at"	51097
"219744_at"	64122
"202502_at"	34
"201395_at"	10181
"201394_s_at"	10181
"209936_at"	10181
"218142_s_at"	51185
"218785_s_at"	64792
"204959_at"	4332
"208902_s_at"	6234
"208903_at"	6234
"208904_s_at"	6234
"203608_at"	7915
"203609_s_at"	7915
"204312_x_at"	1385
"204314_s_at"	1385
"214513_s_at"	1385
"204313_s_at"	1385
"202509_s_at"	7127
"202510_s_at"	7127
"213704_at"	5876
"209180_at"	5876
"209181_s_at"	5876
"213704_at"	26804
"209180_at"	26804
"209181_s_at"	26804
"213704_at"	26805
"209180_at"	26805
"209181_s_at"	26805
"213704_at"	692085
"209180_at"	692085
"209181_s_at"	692085
"216748_at"	149628
"202077_at"	4706
"210108_at"	776
"207998_s_at"	776
"202634_at"	5440
"202635_s_at"	5440
"207114_at"	80740
"214766_s_at"	25909
"210533_at"	4438
"203564_at"	2189
"209621_s_at"	27295
"210170_at"	27295
"217771_at"	51280
"218027_at"	29088
"220979_s_at"	81849
"209707_at"	10026
"208965_s_at"	3428
"206332_s_at"	3428
"208966_x_at"	3428
"206136_at"	7855
"221245_s_at"	7855
"218944_at"	65263
"202262_x_at"	23564
"214909_s_at"	23564
"215537_x_at"	23564
"208659_at"	23564
"208006_at"	2299
